age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
59,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",East of England,.4075350227948892,.3479093514028306,.3447514788042152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Get a little better,Don't know,Gotten a little worse,Gotten a little worse,Get a little better,Stay the same,Don't know,Strongly agree,Agree,Don't know,.3240867213715313,Stayed the same,Got a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
24,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",West Midlands,1.79346612222506,1.437013717408594,1.557227335032473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Don't know,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,,,,,,
61,Male,City and Guild certificate,West Midlands,1.002769736550176,1.04663141180655,.9988216504904085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a lot better,Stayed the same,Stay the same,Get a lot better,I would vote for Britain to leave the European Union,Agree,Neither agree nor disagree,I would vote for Britain to leave the European Union,.8339309890623234,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.
22,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,1.0864495103563,1.504495198614832,1.597051863362323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,2.065436283649436,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
38,Female,University diploma,Yorkshire and the Humber,1.455980135838907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,Don't know,,,,,,,,,,,,,,
35,Male,University diploma,North West,1.559937473730724,1.646401181535716,1.666461871874891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a lot worse,Get a lot worse,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,2.082901900086501,Got a little better,Got a lot worse,Get a lot worse,Stay the same,Don't know
36,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South West,1.277397903131368,1.27119451714901,1.326417814857916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Stay the same,Stay the same,Don't know,Stayed the same,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,Don't know,1.644001619203093,Got a little better,Stayed the same,Stay the same,Stay the same,Don't know
26,Female,Refused,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,.8106320352242672,.775131089181003,.7483843389782466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a little worse,Get a lot worse,I would vote for Britain to leave the European Union.,Gotten a lot worse,Gotten a lot worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,.6704004455291023,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.
23,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.6672445764909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
25,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Female,University diploma,South West,.8178271754633187,.7218741423452458,.7150908467594174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,.9551693055072998,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
23,Male,GCE A level or Higher Certificate,North West,1.379040587316737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a lot better,Get a lot better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
36,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,1.356410474796791,1.541487883901039,1.5756455384543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Don't know,Agree,Don't know,1.318115608294748,Got a little better,Stayed the same,Stay the same,Get a little better,Don't know
65,Female,Clerical and commercial,South East,1.11369517623978,.9895220847899472,.9855735391382189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Don't know,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Don't know,I would vote for Britain to leave the European Union,Neither agree nor disagree,Agree,I would vote for Britain to leave the European Union,,,,,,
41,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,1.070893107622496,1.117322710254186,1.09062745631437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.904785363056022,Stayed the same,Stayed the same,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union.
38,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,1.958720347291069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Don't know,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
36,Male,GCE A level or Higher Certificate,East Midlands,.8893530571538384,1.553650930250543,1.569110845938349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Stay the same,Get a little better,I would not vote,Disagree,Agree,I would vote for Britain to remain a member of the European Union,.8089977778734568,Got a lot better,Got a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
32,Male,GCE A level or Higher Certificate,London,.9114336748775798,.9479382957145472,.9950595831691542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a lot better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,,,,,,
67,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",North West,.8500657434423877,.8303771371607548,.7816549586970636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,,,,,,
54,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,1.555638185035016,2.634769112249995,2.81641494135157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a lot better,Get a little better,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Stay the same,Get a little worse,I would vote for Britain to leave the European Union,Neither agree nor disagree,Strongly agree,I would vote for Britain to leave the European Union,3.526468920792287,Stayed the same,Got a little better,Get a little better,Stay the same,I would vote for Britain to leave the European Union.
43,Female,City and Guild certificate,London,1.287388637592333,1.146678656208413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,,Gotten a little worse,Gotten a little worse,Don't know,Don't know,I would not vote,,,,,,,,,
59,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",West Midlands,.7269757249173844,.7692187397324072,.7355848961607132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a little worse,Get a little worse,I would not vote.,Gotten a little better,Gotten a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would not vote,,,,,,
20,Female,GCE A level or Higher Certificate,West Midlands,.6943666064926051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
55,Male,No formal qualifications,South West,1.293923077570668,.7688425598160493,.7667023085559318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,.7627942085302964,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
67,Male,Refused,West Midlands,.378550590805262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
28,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,"Other technical, professional or higher qualification",West Midlands,.9543989360248398,.8671888691528979,.8387484026738597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a lot worse,Get a little worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,.7682185537908494,Stayed the same,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.
37,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",Scotland,.8765157406976279,1.367320814775488,1.409943867521919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a lot worse,Get a lot better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a lot worse,Get a lot worse,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,1.3115465970322,Got a little better,Got a lot worse,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.
46,Male,City and Guild certificate,East Midlands,.8304789265008614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a lot worse,Get a lot worse,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
41,Male,GCE A level or Higher Certificate,London,.8459419331869096,1.037484329190827,1.014882997361777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Don't know,Don't know,Don't know,Gotten a little better,Stayed the same,Don't know,Don't know,I would vote for Britain to remain a member of the European Union,Agree,Neither agree nor disagree,I would vote for Britain to remain a member of the European Union,.7182614442818988,Got a little better,Got a little better,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.
59,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South West,.9109948529250367,.8708661711776627,.8683242237263906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,.9146654872443265,Stayed the same,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
60,Male,"Other technical, professional or higher qualification",South East,.5539486871154403,.5045223383297189,.5040294515113961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a little worse,Get a little worse,Get a lot worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,.9669046274445789,Got a little better,Stayed the same,Stay the same,Stay the same,Don't know
25,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,2.697219068717414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Don't know,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
62,Male,GCE A level or Higher Certificate,South East,.7683108781758111,.7655753161049899,.7328968570212555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a lot better,Gotten a little better,Get a little better,Get a lot better,I would vote for Britain to remain a member of the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to remain a member of the European Union,.6220186325488511,Got a lot better,Got a little better,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.
21,Female,"Other technical, professional or higher qualification",Scotland,1.044012682404472,1.449893549912661,1.562147363674235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Stayed the same,Stay the same,Get a lot worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,,,,,,
33,Male,"Other technical, professional or higher qualification",North West,1.680271042259736,.9833162922995096,1.02121369853272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.886820985535237,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
35,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",East of England,1.021564424422293,1.05632854156189,1.143552581599451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a lot worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,1.758226823457742,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.
34,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",East Midlands,1.042010754406158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a lot better,Get a lot better,Get a lot better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
22,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.9939894544370265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a lot worse,Get a lot worse,Get a little worse,Don't know,,,,,,,,,,,,,,
64,Male,"Other technical, professional or higher qualification",Wales,1.39443879852585,1.195791433542582,1.173470009001428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a little worse,Get a lot worse,Get a lot worse,I would vote for Britain to remain a member of the European Union.,Gotten a lot worse,Gotten a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.471437093053594,Got a lot worse,Got a lot worse,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.
20,Female,GCE A level or Higher Certificate,South East,1.075201553377328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
26,Female,"Other technical, professional or higher qualification",East Midlands,1.276125626632581,1.315872594363141,1.361234046263346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Got a little worse,Get a little worse,Don't know,Don't know,Don't know,Gotten a little worse,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,
35,Male,City and Guild certificate,East Midlands,1.627970957563913,1.709991874471341,1.765709045623067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Get a little worse,Get a little worse,I would not vote.,Gotten a lot worse,Gotten a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to leave the European Union,Strongly disagree,Strongly disagree,I would vote for Britain to leave the European Union,1.218834830892463,Got a lot worse,Got a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to leave the European Union.
38,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,1.59886484300489,1.641811709132205,1.689753509648305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,2.71188179133778,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to leave the European Union.
22,Female,Don't know,East Midlands,2.223725930387461,2.847900794951888,3.174604803210002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a lot better,Get a lot better,Don't know,Gotten a little worse,Stayed the same,Get a little worse,Get a little worse,Don't know,Agree,Agree,I would vote for Britain to leave the European Union,2.142847363250629,Stayed the same,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to leave the European Union.
32,Male,No formal qualifications,West Midlands,1.581702758582699,1.710381689562934,1.769085683484298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little worse,,Gotten a little better,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Neither agree nor disagree,Disagree,I would not vote,1.175961251618769,Stayed the same,Stayed the same,Stay the same,Stay the same,I would not vote.
25,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,1.22557839121429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
39,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,1.66493910640665,1.660681369063782,1.723254801221538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would not vote.,Gotten a little worse,Gotten a lot worse,Get a lot worse,Get a lot worse,I would not vote,Strongly agree,Strongly agree,I would not vote,2.174750767753013,Got a lot worse,Got a lot worse,Get a lot worse,Get a lot worse,I would not vote.
45,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",North East,.8735265829715508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Stay the same,Get a little better,Don't know,,,,,,,,,,,,,,
53,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",North West,.9307082917131587,.8829810007469395,.8570141373523668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Don't know,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Don't know,Don't know,I would vote for Britain to remain a member of the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,.8879643074381092,Got a little better,Got a little better,Get a little better,Don't know,I would vote for Britain to leave the European Union.
36,Male,University diploma,North West,1.010114622760202,1.173976626668449,1.162835316780709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.059958173948804,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
23,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South West,.2706967349437884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Don't know,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
35,Male,University diploma,East Midlands,1.042010754406158,1.274214600722435,1.349078716507461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Get a lot worse,Stay the same,Don't know,Stayed the same,Gotten a lot worse,Get a lot worse,Get a little worse,Don't know,Agree,Agree,I would vote for Britain to remain a member of the European Union,,,,,,
26,Male,Don't know,North West,1.620065248403842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a lot better,Get a little better,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
23,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Female,Clerical and commercial,London,2.61527279384923,3.173569089241865,3.473451525522173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Get a little better,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little worse,I would not vote,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,,,,,,
24,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.4480650811163753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
65,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,1.11369517623978,1.000537881494393,.9798511737023317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would not vote,Agree,Agree,I would vote for Britain to remain a member of the European Union,.7963905049032134,Got a little better,Got a little better,Stay the same,Get a little better,I would not vote.
28,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South East,1.324869296585212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Get a little better,Stay the same,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
49,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",London,.4984313160111923,.4294709897074087,.4111766592601593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a lot worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.4569343454477493,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
42,Female,GCE A level or Higher Certificate,South East,.7171091492178484,.7218741423452458,.7150908467594174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Get a little better,Don't know,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.6331742648158533,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
32,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,1.053907935260791,.5659177625983947,.5644637263960169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a lot worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,,,,,,
24,Female,GCE A level or Higher Certificate,South East,1.818012812567019,2.499286558981122,2.754657068859918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Neither agree nor disagree,I would vote for Britain to remain a member of the European Union,4.290534090746918,Got a little better,Stayed the same,Get a little worse,Get a little worse,Don't know
75,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Yorkshire and the Humber,1.182194308304962,.4969726744092965,.4668585031867117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a lot better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.3987880835313867,Got a little better,Got a lot better,Get a little better,Stay the same,I would vote for Britain to remain a member of the European Union.
22,Female,"Other technical, professional or higher qualification",Scotland,1.919746077974602,2.343056850026677,2.583638141442767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Get a little better,Don't know,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,Don't know,,,,,,
