age;gender;education_level;government_region;W8wave5;W8wave6;W8wave7;w1rwa11;w1rwa21;w1rwa31;w1wing1a;w1EQUALITY1;w2UKparty1;w2UKparty2;w2UKparty3;w2trdegl5;w2trdegl7;w2trdegl8;w2trdegl9;w2efftrst1;w2efftrst2;w2efftrst3;w2efftrst4;w2efftrst5;w2efftrst6;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;w2natid1;w2natid2;w2natid3;w2natid4;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;w5econ1;w5econ2;w5econp1;w5econp2;w5EUref1;w6econ1;w6econ2;w6econp1;w6econp2;w6EUref1;w7cgreed;w7banks;w7EUref1;Weight_wave10;w10econ1;w10econ2;w10econp1;w10econp2;w10EUref1
24;Female;University diploma;London;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;Male;Other technical, professional or higher qualification;South East;;;;Agree;Neither agree nor disagree;Agree;8;2;;;Conservative;Positive effect;Positive effect;Positive effect;Positive effect;Agree;Agree;Strongly disagree;Strongly agree;Neither agree nor disagree;Strongly disagree;4;5;5;5;Very important;Very well;Always;Very important;3;2;4;3;5;1;3;3;3;2;;;;;;;;;;;;;;;;;;;
21;Female;City and Guild certificate - advanced;London;1.387.388.934.066.140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Don't know;Got a little better;Get a little better;Don't know;3;;;;;;;;;;;;;;
32;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);North West;1.448.803.586.205.480;1.443.870.874.524.910;1.453.614.684.405.720;Agree;Agree;Agree;5;3;;Labour;;No effect;No effect;Positive effect;Positive effect;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;Disagree;Neither agree nor disagree;2;4;3;4;Extremely important;Very well;Sometimes;Very important;5;3;4;3;5;3;3;5;4;2;Got a little worse;Stayed the same;Get a little worse;Get a little worse;2;Gotten a little worse;Stayed the same;Stay the same;Stay the same;2;Agree;Agree;1;;;;;;
35;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);West Midlands;;;;Agree;Strongly agree;Agree;5;3;;Conservative;;Negative effect;Positive effect;Positive effect;Positive effect;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;Agree;3;3;2;4;Very important;Very well;Always;Very important;3;2;2;2;4;3;3;3;2;4;;;;;;;;;;;;;;;;;;;
25;Male;GCE A level or Higher Certificate;South East;;;;Agree;Strongly agree;Neither agree nor disagree;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);North West;.8570527539352025;.8766887011823433;.8611021281267598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Get a little worse;Stay the same;3;Gotten a lot better;Stayed the same;Get a little worse;Get a little better;3;Agree;Strongly agree;3;;;;;;
52;Female;Refused;London;;;;Strongly agree;Strongly agree;Agree;2;6;;;Labour;No effect;Don’t know;Negative effect;Negative effect;Disagree;Neither agree nor disagree;Don’t Know;Agree;Don’t Know;Agree;3;2;3;3;Very unimportant;Not very well;Don’t know;Very important;5;2;3;4;4;2;2;1;5;1;;;;;;;;;;;;;;;;;;;
74;Female;Teaching qualification (not degree);Yorkshire and the Humber;1.048.536.009.883.990;.8707298967872918;.824940382772735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a little worse;Get a little worse;2;Stayed the same;Stayed the same;Stay the same;Stay the same;I would not vote;Agree;Agree;2;.6644936870639121;Stayed the same;Stayed the same;Stay the same;Stay the same;2
50;Male;Other technical, professional or higher qualification;Scotland;.7196743443147448;.7002734768044742;.6878227284295214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a little worse;Get a lot worse;3;Stayed the same;Gotten a little worse;Stay the same;Stay the same;2;Strongly agree;Strongly agree;3;;;;;;
41;Male;GCE A level or Higher Certificate;West Midlands;;;;Strongly agree;Neither agree nor disagree;Strongly agree;4;4;;;Labour;No effect;Don’t know;Positive effect;Negative effect;Don’t Know;Disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Strongly agree;4;5;5;4;Extremely important;Extremely well;Always;Not important at all;2;3;5;3;3;1;5;1;5;3;;;;;;;;;;;;;;;;;;;
37;Male;No formal qualifications;Yorkshire and the Humber;1.667.455.632.512.960;1.722.003.829.203.150;1.768.818.052.974.840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;3;Gotten a lot worse;Gotten a lot worse;Get a lot worse;Get a lot worse;3;Neither agree nor disagree;Strongly agree;3;1.870.832.162.696.760;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;3
47;Male;CSE grade 1, GCE O level, GCSE, School Certificate;South West;.9370571439454096;1.003.240.021.744.220;.9961014070889804;Strongly agree;Strongly agree;Strongly agree;9;3;;;Conservative;Negative effect;No effect;Negative effect;Negative effect;Agree;Neither agree nor disagree;Agree;Agree;Disagree;Agree;5;4;3;5;Extremely important;Extremely well;Don’t know;Extremely important;4;5;5;5;5;4;5;3;4;2;Got a little worse;Got a little worse;Stay the same;Stay the same;3;Stayed the same;Gotten a little worse;Stay the same;Stay the same;3;Strongly agree;Agree;3;1.102.697.402.998.230;Stayed the same;Stayed the same;Stay the same;Stay the same;3
26;Female;GCE A level or Higher Certificate;Yorkshire and the Humber;;;;Agree;Agree;Agree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Male;Other technical, professional or higher qualification;West Midlands;.9196008713316652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a lot better;Stay the same;Get a little better;1;;;;;;;;;;;;;;
65;Male;City and Guild certificate - advanced;North West;;;;Agree;Agree;Neither agree nor disagree;6;5;;;Labour;Negative effect;Positive effect;Positive effect;Positive effect;Neither agree nor disagree;Agree;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;4;4;4;4;Neither unimportant nor important;Not very well;Quite Often;Neither unimportant nor important;3;2;4;2;4;3;3;3;4;2;;;;;;;;;;;;;;;;;;;
67;Female;No formal qualifications;North West;1.881.823.067.024.860;1.085.228.016.340.930;104.503.863.179.666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;;Don't know;Don't know;3;Gotten a lot worse;Gotten a lot worse;Don't know;Get a little worse;3;Agree;Agree;3;.6873943253599439;Don't Know;Got a little better;Don't know;Don't know;3
45;Female;No formal qualifications;Yorkshire and the Humber;.7841907950961093;.7831553846227205;.7641228259871304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Don't know;Don't know;Don't know;Don't know;2;Don't know;Don't know;Don't know;Don't know;2;Don't know;Don't know;2;;;;;;
66;Female;CSE grade 1, GCE O level, GCSE, School Certificate;East of England;.7227604132247236;.7954661531587925;.8281714097414195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Stayed the same;Stay the same;Get a little better;3;Stayed the same;Stayed the same;Stay the same;Stay the same;3;Strongly agree;Strongly agree;3;.5387034100538248;Stayed the same;Stayed the same;Stay the same;Stay the same;3
47;Male;No formal qualifications;South East;.2674264753900756;;;Strongly agree;Strongly agree;Agree;7;5;;United Kingdom Independence Party (UKIP);;Negative effect;Positive effect;Negative effect;Negative effect;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;2;3;2;5;Extremely important;Extremely well;Always;Extremely important;4;4;5;2;5;2;5;3;4;1;Stayed the same;Got a little worse;Get a lot worse;Get a little worse;3;;;;;;;;;;;;;;
31;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;.816793936518121;133.088.920.751.923;1.360.339.621.042.960;Disagree;Agree;Disagree;3;6;;Labour;;Negative effect;No effect;No effect;Negative effect;Disagree;Agree;Disagree;Agree;Disagree;Disagree;4;3;3;4;Very important;Very well;Always;Extremely important;1;2;2;1;4;2;3;1;2;1;Got a little better;Got a little worse;Stay the same;Stay the same;1;Gotten a little better;Stayed the same;Stay the same;Stay the same;1;Agree;Don't know;1;.9498141318677927;Got a little better;Got a little better;Don't know;Don't know;1
30;Male;University diploma;East of England;;;;Neither agree nor disagree;Agree;Disagree;8;3;;Don't know;;Negative effect;Negative effect;Negative effect;Negative effect;Don’t Know;Agree;Strongly agree;Agree;Disagree;Disagree;4;3;4;4;Neither unimportant nor important;Very well;Quite Often;Very important;1;3;3;4;4;2;5;2;3;2;;;;;;;;;;;;;;;;;;;
37;Female;University diploma;South East;;;;Neither agree nor disagree;Agree;Neither agree nor disagree;6;4;;;Don't know;Don’t know;Don’t know;Don’t know;Don’t know;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;4;3;3;5;Don’t know;Don’t know;Don’t know;Don’t know;1;3;5;5;5;3;4;5;3;3;;;;;;;;;;;;;;;;;;;
57;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;1.442.227.846.995.690;1.292.110.020.829.670;1.312.961.005.577.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a lot worse;Get a little worse;Get a little worse;1;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;1;Strongly agree;Strongly agree;1;;;;;;
57;Female;University or CNAA higher degree (eg M.Sc, Ph.D);East Midlands;;;;Neither agree nor disagree;Agree;Strongly disagree;2;7 -  Government should do more to reduce income inequality.;;Labour;;Negative effect;No effect;Negative effect;Negative effect;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly disagree;1;1;5;4;Very important;Very well;Quite Often;Very important;2;2;2;3;3;1;2;1;1;2;;;;;;;;;;;;;;;;;;;
68;Female;Other technical, professional or higher qualification;Yorkshire and the Humber;;;;Neither agree nor disagree;Neither agree nor disagree;Disagree;2;7 -  Government should do more to reduce income inequality.;;;Labour;No effect;No effect;No effect;Negative effect;Neither agree nor disagree;Agree;Disagree;Agree;Disagree;Disagree;5;1;5;5;Very important;Extremely well;Quite Often;Very important;2;3;3;3;4;3;4;2;4;2;;;;;;;;;;;;;;;;;;;
55;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);West Midlands;.7967639479427376;.4226838110753678;.4047814608624082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little worse;Get a little worse;Stay the same;3;Gotten a little better;Gotten a little worse;Get a little worse;Get a little better;3;Agree;Strongly agree;1;;;;;;
42;Female;Nursing qualification (eg SEN, SRN, SCM, RGN);Scotland;;;;Neither agree nor disagree;Agree;Strongly agree;7;2;No-none;;;Negative effect;No effect;Don’t know;Negative effect;Strongly agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly disagree;5;5;5;5;Not important at all;Not at all;Never;Not important at all;4;5;5;5;5;3;5;2;5;1;;;;;;;;;;;;;;;;;;;
44;Female;CSE grade 1, GCE O level, GCSE, School Certificate;London;111.978.093.371.047;1.098.393.613.632.150;1.109.430.832.564.350;Strongly agree;Strongly agree;Disagree;7;4;Conservative;;;Negative effect;Positive effect;Positive effect;Positive effect;Disagree;Disagree;Agree;Agree;Strongly disagree;Agree;2;4;4;4;Extremely important;Extremely well;Quite Often;Extremely important;3;2;2;2;4;2;3;2;4;1;Stayed the same;Got a lot worse;Get a little worse;Get a little better;2;Gotten a little better;Gotten a little better;Get a little better;Get a little better;2;Strongly agree;Strongly agree;1;;;;;;
43;Female;City and Guild certificate;North West;;;;Strongly agree;Strongly agree;Strongly agree;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Female;University diploma;Scotland;.8302643636556437;.7311657008147756;.711903724417971;Agree;Agree;Agree;5;4;Scottish National Party (SNP);;;Negative effect;Negative effect;No effect;No effect;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;4;4;5;1;Very unimportant;Extremely well;Always;Very unimportant;5;4;5;2;5;2;5;5;5;2;Got a little worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;Strongly agree;Strongly agree;3;;;;;;
74;Female;CSE grade 1, GCE O level, GCSE, School Certificate;East of England;.9369733399785741;;;Agree;Strongly agree;Agree;9;2;;Conservative;;Positive effect;Positive effect;Negative effect;Negative effect;Disagree;Agree;Disagree;Agree;Neither agree nor disagree;Agree;5;4;5;5;Extremely important;Very well;Quite Often;Very important;5;4;5;2;5;4;4;2;1;4;Got a little better;Got a little better;Get a little worse;Get a little better;1;;;;;;;;;;;;;;
60;Male;GCE A level or Higher Certificate;North West;.9307082917131587;.8397924637433184;.7987981919435653;Strongly agree;Strongly agree;Strongly agree;8;6;;;Conservative;Negative effect;No effect;Negative effect;Negative effect;Neither agree nor disagree;Agree;Neither agree nor disagree;Disagree;Strongly disagree;Agree;4;4;4;4;Very important;Extremely well;Always;Extremely important;4;5;5;4;5;4;5;4;4;3;Got a little better;Got a lot better;Get a lot better;Get a little better;3;Gotten a little better;Gotten a lot better;Get a little better;Get a little better;3;Agree;Strongly agree;3;;;;;;
68;Female;CSE grade 1, GCE O level, GCSE, School Certificate;North West;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;Female;Clerical and commercial;Scotland;.9215169423014492;.7960819949373851;.7869085223469613;Strongly agree;Strongly agree;Agree;9;3;;Conservative;;No effect;Positive effect;No effect;Positive effect;Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;4;3;3;4;Very important;Extremely well;Always;Very important;3;2;4;3;4;4;4;3;2;2;Stayed the same;Stayed the same;Get a little worse;Get a little better;1;Gotten a little better;Stayed the same;Get a little worse;Get a little better;1;Agree;Strongly agree;1;.7256490346522553;Got a little better;Stayed the same;Stay the same;Get a little better;1
39;Female;City and Guild certificate;North West;;;;Strongly agree;Strongly agree;Strongly agree;5;7 -  Government should do more to reduce income inequality.;;;Labour;Negative effect;Positive effect;Positive effect;No effect;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;5;5;5;5;Extremely important;Extremely well;Don’t know;Very important;4;4;5;5;5;5;5;3;5;1;;;;;;;;;;;;;;;;;;;
39;Female;Nursing qualification (eg SEN, SRN, SCM, RGN);North West;1.379.385.050.114.620;1.459.909.564.794.130;1.482.659.966.826.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little better;Stay the same;Get a little better;2;Stayed the same;Gotten a little better;Stay the same;Get a little better;2;Strongly agree;Agree;2;1.913.772.735.683.820;Stayed the same;Stayed the same;Get a little worse;Get a little worse;2
66;Male;University diploma;London;.8056212718145346;.6705118355176151;.6519657524853202;Disagree;Disagree;Disagree;6;5;Conservative;;;Positive effect;Positive effect;Positive effect;Positive effect;Agree;Agree;Disagree;Agree;Agree;Disagree;2;4;4;2;Extremely important;Extremely well;Quite Often;Extremely important;2;2;1;2;4;2;2;2;2;2;Got a little better;Got a little better;Get a little better;Get a little better;1;Gotten a lot better;Gotten a little better;Get a little better;Get a lot better;1;Disagree;Disagree;1;;;;;;
51;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;;;;Agree;Agree;Agree;6;3;;;Labour;Negative effect;Positive effect;Positive effect;Negative effect;Agree;Agree;Agree;Agree;Neither agree nor disagree;Disagree;3;3;3;4;Very unimportant;Not very well;Sometimes;Very important;4;1;3;2;2;3;2;3;4;3;;;;;;;;;;;;;;;;;;;
69;Female;CSE grade 1, GCE O level, GCSE, School Certificate;West Midlands;;;;Neither agree nor disagree;Disagree;Strongly disagree;3;4;Labour;;;Negative effect;No effect;No effect;Negative effect;Agree;Neither agree nor disagree;Disagree;Agree;Disagree;Neither agree nor disagree;4;3;4;5;Very important;Very well;Quite Often;Very unimportant;3;2;3;2;3;2;2;3;3;1;;;;;;;;;;;;;;;;;;;
63;Female;CSE grade 1, GCE O level, GCSE, School Certificate;North West;1.782.825.563.151.870;1.505.218.743.894.610;1.468.308.299.641.500;Strongly agree;Strongly agree;Disagree;3;7 -  Government should do more to reduce income inequality.;;;Labour;No effect;No effect;No effect;No effect;Neither agree nor disagree;Agree;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;3;3;3;2;Extremely important;Extremely well;Always;Extremely important;3;3;4;3;5;3;5;3;4;2;Stayed the same;Got a little worse;Get a little worse;Get a little worse;2;Gotten a little worse;Gotten a little worse;Get a little worse;Stay the same;2;Strongly agree;Strongly agree;1;1.146.806.436.028.860;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;2
48;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South East;1.003.009.145.331.430;1.073.473.588.023.670;1.078.448.568.532.640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Strongly agree;Strongly agree;1;.7742871142374786;Got a little better;Stayed the same;Get a little better;Get a little better;1
57;Female;CSE grade 1, GCE O level, GCSE, School Certificate;East Midlands;1.070.862.561.674.290;1.156.478.997.281.000;1.150.369.535.982.750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little worse;Stay the same;Stay the same;2;Gotten a little better;Stayed the same;Get a little worse;Stay the same;3;Agree;Agree;3;.841787860157856;Got a little better;Stayed the same;Stay the same;Stay the same;2
32;Male;Refused;West Midlands;.9492568811259852;1.011.669.013.087.830;1.031.912.449.234.300;Disagree;Disagree;Disagree;5;4;;Other party;;Negative effect;Negative effect;Negative effect;Positive effect;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;3;2;4;4;Neither unimportant nor important;Not very well;Sometimes;Neither unimportant nor important;2;2;3;3;5;2;3;2;2;1;Stayed the same;Got a little worse;Stay the same;Stay the same;1;Stayed the same;Gotten a little worse;Stay the same;Stay the same;1;Strongly agree;Strongly agree;1;1.043.410.981.952.970;Stayed the same;Stayed the same;Stay the same;Stay the same;1
53;Male;GCE A level or Higher Certificate;Wales;102.695.050.155.426;.7507466410567839;.7700420325381834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Get a lot worse;Get a little worse;1;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;1;Strongly agree;Strongly agree;1;;;;;;
31;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;;;;Disagree;Neither agree nor disagree;Disagree;4;4;Labour;;;Negative effect;Positive effect;Positive effect;No effect;Disagree;Agree;Agree;Agree;Agree;Disagree;3;2;4;4;Neither unimportant nor important;Don’t know;Sometimes;Neither unimportant nor important;1;2;1;2;3;4;2;2;2;2;;;;;;;;;;;;;;;;;;;
28;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);East of England;1.434.738.841.862.280;1.568.242.322.237.390;1.670.980.532.962.830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little worse;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Strongly agree;Strongly agree;1;1.996.141.736.515.740;Stayed the same;Got a little worse;Get a little worse;Stay the same;1
31;Male;GCE A level or Higher Certificate;Wales;;;;Strongly agree;Agree;Agree;6;1 - Government should get out of the business of promoting income equality.;;;Labour;No effect;No effect;Negative effect;Don’t know;Strongly disagree;Agree;Strongly disagree;Agree;Disagree;Neither agree nor disagree;2;4;5;5;Neither unimportant nor important;Don’t know;Sometimes;Don’t know;4;2;5;3;3;3;2;4;5;1;;;;;;;;;;;;;;;;;;;
40;Male;Refused;West Midlands;;;;Strongly agree;Agree;Strongly agree;4;1 - Government should get out of the business of promoting income equality.;;;No-none;Negative effect;Positive effect;Positive effect;Positive effect;Disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;3;4;4;4;Not important at all;Not at all;Sometimes;Not important at all;2;2;3;3;4;2;3;3;2;1;;;;;;;;;;;;;;;;;;;
51;Male;City and Guild certificate;West Midlands;.3286345763347694;.3454818263877319;.3458790126000341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little worse;Get a little worse;Get a little worse;3;Gotten a little better;Stayed the same;Get a little worse;Stay the same;3;Neither agree nor disagree;Strongly agree;3;;;;;;
63;Female;CSE grade 1, GCE O level, GCSE, School Certificate;North West;.8864622365036665;.8409334130024124;.7996991691560026;Strongly agree;Strongly agree;Strongly agree;5;4;Labour;;;No effect;Don’t know;No effect;Negative effect;Strongly disagree;Disagree;Agree;Disagree;Disagree;Strongly agree;5;4;3;5;Extremely important;Very well;Don’t know;Extremely important;3;4;5;4;4;3;4;4;2;1;Got a little better;Got a little better;Stay the same;Stay the same;3;Gotten a little worse;Stayed the same;Stay the same;Get a little worse;3;Don't know;Agree;3;.7550145911189404;Got a little worse;Stayed the same;Stay the same;Don't know;3
33;Male;Other technical, professional or higher qualification;East of England;1.545.414.588.586.650;;;Agree;Agree;Agree;7;1 - Government should get out of the business of promoting income equality.;Conservative;;;No effect;No effect;No effect;Positive effect;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Disagree;4;3;3;4;Neither unimportant nor important;Don’t know;Don’t know;Very important;5;5;5;5;5;4;5;4;5;3;Stayed the same;Got a little worse;Stay the same;Get a little better;3;;;;;;;;;;;;;;
62;Female;No formal qualifications;South East;1.151.000.694.212.210;.9876675323822881;.9111231475787877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Stayed the same;Stay the same;Get a lot worse;3;Gotten a lot worse;Gotten a lot worse;Get a lot worse;Get a lot worse;3;Strongly agree;Strongly agree;3;.9146178990838788;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;3
38;Male;University or CNAA higher degree (eg M.Sc, Ph.D);London;1.250.406.389.186.760;2.134.057.151.946.980;2.187.579.761.640.310;Strongly agree;Strongly agree;Strongly agree;10;3;;Conservative;;No effect;No effect;Positive effect;No effect;Strongly agree;Strongly agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;4;4;4;2;Not important at all;Not at all;Quite Often;Not important at all;2;2;3;4;3;1;2;2;5;2;Stayed the same;Stayed the same;Get a little better;Get a little better;3;Gotten a lot better;Gotten a lot better;Stay the same;Stay the same;3;Disagree;Disagree;1;;;;;;
60;Male;GCE A level or Higher Certificate;South West;.7683108781758111;.7740980385118823;.7286415645685421;Agree;Agree;Agree;8;4;;;Conservative;Negative effect;No effect;No effect;Negative effect;Strongly agree;Agree;Disagree;Agree;Neither agree nor disagree;Agree;4;5;4;5;Extremely important;Very well;Always;Extremely important;4;2;2;2;3;3;2;2;3;2;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Gotten a little better;Gotten a little worse;Stay the same;Get a little better;1;Strongly agree;Strongly agree;1;.6220186325488511;Got a lot better;Stayed the same;Stay the same;Get a little better;1
31;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);West Midlands;.9861955170501054;.9762345571994403;1.017.472.981.365.880;Strongly agree;Agree;Disagree;3;2;;;Labour;Negative effect;No effect;Negative effect;Positive effect;Agree;Agree;Disagree;Agree;Strongly agree;Disagree;3;2;2;4;Very important;Extremely well;Always;Extremely important;1;1;2;2;5;1;2;2;1;1;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Disagree;Strongly disagree;1;1.083.273.879.980.320;Got a little better;Stayed the same;Stay the same;Get a little better;1
59;Male;City and Guild certificate;West Midlands;1.712.873.869.877.130;;;Agree;Agree;Disagree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little better;Stay the same;Get a little worse;3;;;;;;;;;;;;;;
58;Male;City and Guild certificate;Wales;;;;Neither agree nor disagree;Strongly disagree;Neither agree nor disagree;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Male;University or CNAA higher degree (eg M.Sc, Ph.D);East of England;.8663086943008075;.7911373276014666;.7852732834614484;Agree;Strongly agree;Agree;9;7 -  Government should do more to reduce income inequality.;;Don't know;;Negative effect;Negative effect;Don’t know;Negative effect;Strongly agree;Strongly agree;Neither agree nor disagree;Strongly agree;Agree;Disagree;5;3;4;5;Extremely important;Very well;Quite Often;Extremely important;4;2;5;2;5;4;5;5;4;2;Stayed the same;Got a little worse;Get a little worse;Stay the same;3;Gotten a little worse;Gotten a little worse;Get a lot worse;Get a lot worse;3;Strongly agree;Strongly agree;3;.7199353695148794;Stayed the same;Got a little worse;Get a little worse;Get a little worse;3
69;Male;University diploma;South East;.7577290351802282;.6344370669494903;.6180357723745434;Strongly agree;Strongly agree;Agree;6;4;No-none;;;Negative effect;Negative effect;No effect;Positive effect;Neither agree nor disagree;Neither agree nor disagree;Disagree;Strongly agree;Agree;Agree;3;4;3;4;Very important;Very well;Quite Often;Very important;5;4;4;5;5;3;5;3;4;2;Got a little better;Stayed the same;Get a little worse;Stay the same;3;Gotten a little better;Stayed the same;Stay the same;Get a little better;3;Agree;Strongly agree;3;.5725919271540731;Got a lot better;Stayed the same;Get a little worse;Stay the same;3
33;Female;Scottish Higher Certificate;Scotland;;;;Neither agree nor disagree;Agree;Disagree;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Male;Other technical, professional or higher qualification;South West;;;;Agree;Agree;Agree;5;2;No-none;;;Negative effect;Positive effect;Negative effect;Negative effect;Agree;Agree;Disagree;Agree;Agree;Disagree;4;3;5;5;Extremely important;Very well;Always;Very important;2;5;5;4;5;4;5;4;5;2;;;;;;;;;;;;;;;;;;;
68;Female;Refused;North West;1.110.870.448.004.370;1.105.202.615.598.170;1.055.989.121.678.210;Agree;Neither agree nor disagree;Neither agree nor disagree;5;7 -  Government should do more to reduce income inequality.;;No-none;;No effect;Negative effect;Negative effect;Negative effect;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;3;4;4;4;Very important;Don’t know;Never;Neither unimportant nor important;3;4;4;3;3;3;4;3;3;1;Stayed the same;Stayed the same;Get a little worse;Get a little better;3;Gotten a little better;Stayed the same;Stay the same;Get a little better;3;Agree;Agree;3;.8895527191526628;Got a little better;Stayed the same;Stay the same;Stay the same;3
63;Female;GCE A level or Higher Certificate;Yorkshire and the Humber;.5022361518099513;.8316748414970795;.8043694405273121;Agree;Disagree;Neither agree nor disagree;3;7 -  Government should do more to reduce income inequality.;Labour;;;No effect;Positive effect;No effect;Positive effect;Disagree;Neither agree nor disagree;Disagree;Agree;Agree;Neither agree nor disagree;4;4;4;4;Not important at all;Very well;Quite Often;Neither unimportant nor important;1;1;3;2;3;1;2;1;2;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Get a little better;Get a little better;1;Agree;Strongly agree;1;.6893984367824102;Stayed the same;Got a little worse;Stay the same;Stay the same;1
24;Female;GCE A level or Higher Certificate;North West;;;;Disagree;Neither agree nor disagree;Strongly disagree;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
